gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2009-06-06,Regular,2009,0,0,IND,Away,Loss,0,86.0,23.0,19.0,245.0,13.0,3.0,25.0,77.0,29.0,0.38,57.0,20.0,8.88,20.0,9.0,0.45,25.0,19.0,0.76,8.0,24.0,32.0,39.02,0.79,0.52,0.44,17.39,66.67,17.76,16.88,3.90,4.69,1.12,52.38,42.76,111.69,112.99,-1.30,0.33,21.30,77.00,1.21,75.43,0.68,0,0,ATL,Home,Win,0,87.0,20.0,25.0,244.0,14.0,5.0,31.0,73.0,29.0,0.40,64.0,27.0,19.97,9.0,2.0,0.22,34.0,27.0,0.79,12.0,38.0,50.0,60.98,0.69,0.54,0.41,33.33,82.61,22.13,13.96,4.99,8.77,1.19,58.50,47.95,86.74,85.74,1.00,0.34,19.41,0.80,0.56,100.30,98.66,ATL
2009-06-06,Regular,2009,0,0,WAS,Away,Win,0,82.0,15.0,14.0,196.0,5.0,5.0,25.0,65.0,28.0,0.43,50.0,22.0,12.91,15.0,6.0,0.40,28.0,20.0,0.71,12.0,32.0,44.0,62.86,0.54,0.58,0.48,36.36,86.49,15.33,7.69,7.69,11.36,1.26,57.25,58.42,126.17,107.71,18.46,0.42,18.36,64.99,1.07,79.58,0.36,0,0,CON,Home,Loss,0,70.0,12.0,9.0,194.0,5.0,2.0,25.0,62.0,22.0,0.35,44.0,15.0,3.89,18.0,7.0,0.39,25.0,19.0,0.76,5.0,21.0,26.0,37.14,0.55,0.52,0.41,13.51,63.64,10.98,6.87,2.75,4.00,1.13,32.38,33.38,96.19,112.68,-16.49,0.33,16.67,1.33,0.56,72.77,90.02,WAS
2009-06-06,Regular,2009,0,0,DET,Away,Loss,0,58.0,10.0,18.0,196.0,5.0,3.0,17.0,62.0,19.0,0.31,44.0,16.0,0.95,18.0,3.0,0.17,18.0,17.0,0.94,12.0,24.0,36.0,51.43,0.53,0.44,0.33,33.33,70.59,20.47,8.07,4.84,5.66,0.94,26.25,26.79,93.56,125.83,-32.27,0.28,12.18,61.99,0.56,75.91,0.28,0,0,LAS,Home,Win,0,78.0,20.0,10.0,197.0,13.0,2.0,19.0,72.0,32.0,0.44,53.0,25.0,12.90,19.0,7.0,0.37,8.0,7.0,0.88,10.0,24.0,34.0,48.57,0.62,0.53,0.49,29.41,66.67,11.69,17.90,2.75,4.55,1.08,64.50,65.48,107.42,79.88,27.54,0.44,20.31,2.00,1.30,72.61,88.46,LAS
2009-06-06,Regular,2009,0,0,CHI,Away,Win,0,85.0,16.0,21.0,194.0,6.0,5.0,27.0,58.0,29.0,0.50,44.0,21.0,14.86,14.0,8.0,0.57,24.0,19.0,0.79,5.0,15.0,20.0,42.55,0.55,0.67,0.57,22.73,60.00,23.45,10.35,8.62,9.26,1.47,41.25,42.53,146.58,175.89,-29.31,0.39,18.95,57.99,0.76,71.74,0.29,0,0,MIN,Home,Loss,0,102.0,23.0,14.0,195.0,9.0,5.0,24.0,66.0,35.0,0.53,54.0,30.0,22.92,12.0,5.0,0.42,33.0,27.0,0.82,10.0,17.0,27.0,57.45,0.66,0.70,0.57,40.00,77.27,14.81,11.12,6.18,11.36,1.55,73.88,75.77,126.07,105.05,21.02,0.50,25.99,1.64,0.64,80.91,99.58,CHI
2009-06-06,Regular,2009,0,0,SAS,Away,Loss,0,79.0,19.0,14.0,197.0,2.0,2.0,19.0,68.0,30.0,0.44,50.0,25.0,11.93,18.0,5.0,0.28,20.0,14.0,0.70,11.0,30.0,41.0,51.25,0.63,0.55,0.48,28.95,71.43,15.42,2.94,2.94,3.57,1.16,53.50,54.31,116.19,132.37,-16.18,0.42,20.61,67.99,1.36,82.83,0.14,0,0,PHO,Home,Win,0,90.0,22.0,7.0,196.0,8.0,6.0,22.0,76.0,34.0,0.45,56.0,28.0,13.92,20.0,6.0,0.30,21.0,16.0,0.76,12.0,27.0,39.0,48.75,0.65,0.56,0.49,28.57,71.05,7.59,10.31,7.73,12.00,1.18,75.38,76.92,116.02,101.84,14.18,0.48,22.97,3.14,1.14,77.57,94.98,PHO
2009-06-06,Regular,2009,0,0,SEA,Away,Win,0,71.0,18.0,13.0,196.0,8.0,4.0,23.0,69.0,27.0,0.39,49.0,18.0,6.87,20.0,9.0,0.45,11.0,8.0,0.73,14.0,11.0,25.0,42.37,0.67,0.50,0.46,45.16,39.29,14.97,11.60,5.80,8.33,1.03,42.88,43.76,102.91,88.42,14.49,0.40,18.92,68.99,1.38,84.48,0.62,0,0,SAC,Home,Loss,0,61.0,8.0,15.0,194.0,8.0,3.0,17.0,60.0,20.0,0.33,48.0,17.0,7.95,12.0,3.0,0.25,25.0,18.0,0.72,17.0,17.0,34.0,57.63,0.40,0.47,0.36,60.71,54.84,17.44,12.58,4.72,6.12,1.02,31.88,32.87,95.91,111.64,-15.73,0.34,11.11,0.53,0.53,63.60,78.68,SEA
2009-06-07,Regular,2009,0,1,MIN,Away,Win,0,96.0,13.0,15.0,194.0,13.0,5.0,22.0,57.0,36.0,0.63,45.0,29.0,23.88,12.0,7.0,0.58,19.0,17.0,0.89,5.0,25.0,30.0,54.55,0.36,0.78,0.69,25.00,71.43,18.67,22.81,8.77,12.50,1.68,74.88,77.20,168.45,129.85,38.60,0.54,16.96,56.99,0.87,70.50,0.87,0,1,IND,Home,Loss,0,74.0,13.0,18.0,192.0,5.0,2.0,21.0,62.0,25.0,0.40,40.0,19.0,2.90,22.0,6.0,0.27,21.0,18.0,0.86,10.0,15.0,25.0,45.45,0.52,0.56,0.45,28.57,75.00,20.17,6.89,2.76,4.44,1.19,32.38,33.73,101.98,132.30,-30.32,0.36,15.52,0.72,0.28,72.56,90.70,MIN
2009-06-07,Regular,2009,0,1,CON,Away,Win,0,66.0,10.0,11.0,196.0,6.0,1.0,20.0,70.0,25.0,0.36,47.0,19.0,1.91,23.0,6.0,0.26,15.0,10.0,0.67,16.0,31.0,47.0,58.75,0.40,0.45,0.40,39.02,79.49,12.56,8.57,1.43,3.12,0.94,43.12,44.00,94.30,81.44,12.86,0.38,11.85,69.99,0.91,85.70,0.55,0,0,NYL,Home,Loss,0,57.0,11.0,13.0,196.0,5.0,5.0,22.0,56.0,18.0,0.32,32.0,14.0,-6.07,24.0,4.0,0.17,23.0,17.0,0.74,8.0,25.0,33.0,41.25,0.61,0.47,0.36,20.51,60.98,16.43,7.32,7.32,10.64,1.02,30.12,30.73,83.41,96.58,-13.17,0.30,15.74,0.85,0.38,68.34,83.68,CON
2009-06-07,Regular,2009,0,1,SAC,Away,Loss,0,70.0,15.0,19.0,194.0,6.0,2.0,19.0,61.0,25.0,0.41,51.0,19.0,14.90,10.0,6.0,0.60,17.0,14.0,0.82,12.0,23.0,35.0,57.38,0.60,0.54,0.46,36.36,82.14,21.72,9.84,3.28,4.17,1.15,41.62,42.91,114.77,131.17,-16.40,0.37,17.14,60.99,0.79,75.45,0.32,1,0,SEA,Home,Win,0,80.0,16.0,11.0,194.0,10.0,8.0,20.0,63.0,31.0,0.49,48.0,26.0,15.92,15.0,5.0,0.33,16.0,13.0,0.81,5.0,21.0,26.0,42.62,0.52,0.60,0.53,17.86,63.64,13.57,13.55,10.84,15.69,1.27,60.50,62.37,108.37,94.83,13.54,0.45,19.29,1.45,0.91,73.82,91.32,SEA
2009-06-07,Regular,2009,1,0,ATL,Away,Loss,0,71.0,14.0,25.0,194.0,7.0,5.0,31.0,65.0,31.0,0.48,60.0,30.0,25.98,5.0,1.0,0.20,13.0,8.0,0.62,13.0,20.0,33.0,55.93,0.45,0.52,0.48,44.83,66.67,26.12,10.77,7.69,11.11,1.09,30.88,31.84,109.25,118.48,-9.23,0.40,14.25,64.99,0.56,80.40,0.28,1,0,WAS,Home,Win,0,77.0,14.0,16.0,196.0,17.0,1.0,19.0,59.0,22.0,0.37,45.0,16.0,7.90,14.0,6.0,0.43,34.0,27.0,0.79,10.0,16.0,26.0,44.07,0.64,0.58,0.42,33.33,55.17,17.79,23.17,1.36,1.67,1.31,48.50,49.49,104.95,96.77,8.18,0.34,18.91,0.88,1.06,73.37,89.84,WAS
