gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2011-06-03,Regular,2011,0,0,MIN,Away,Loss,0,74,23,10,196,6,1,15,71,29,0.41,52,21,0.40,19,8,0.42,10,8,0.80,11,22,33,44.59,0.79,0.51,0.46,28.95,61.11,11.71,8.33,1.39,2.38,1.04,57.00,58.16,102.79,113.90,-11.11,0.41,23.09,71.99,2.30,88.15,0.60,0,0,LAS,Home,Win,0,82,17,14,195,4,5,15,66,31,0.47,42,21,0.50,24,10,0.42,14,10,0.71,14,27,41,55.41,0.55,0.59,0.55,38.89,71.05,16.25,5.49,6.87,9.62,1.24,66.00,67.69,112.62,101.63,10.99,0.47,18.71,1.21,0.29,72.81,89.61,LAS
2011-06-04,Regular,2011,0,0,WAS,Away,Loss,0,73,18,9,195,12,1,22,65,28,0.43,54,24,0.44,11,4,0.36,16,13,0.81,7,16,23,42.59,0.64,0.53,0.46,23.33,66.67,11.11,16.86,1.41,2.50,1.12,48.25,49.49,102.59,125.07,-22.48,0.42,21.19,71.16,2.00,87.58,1.33,0,0,CON,Home,Win,0,89,19,15,197,5,3,16,56,32,0.57,40,24,0.60,16,8,0.50,21,17,0.81,8,23,31,57.41,0.59,0.73,0.64,33.33,76.67,18.69,6.87,4.12,5.56,1.59,68.38,69.42,122.30,100.32,21.98,0.51,23.53,1.27,0.33,72.77,88.65,CON
2011-06-04,Regular,2011,0,0,CHI,Away,Loss,0,57,12,17,194,7,6,20,57,20,0.35,42,13,0.31,15,7,0.47,15,10,0.67,6,30,36,48.00,0.60,0.47,0.41,18.18,71.43,21.09,9.62,8.24,12.00,1.00,35.12,36.21,78.30,89.29,-10.99,0.29,15.11,72.80,0.71,90.06,0.41,0,0,IND,Home,Win,0,65,13,10,194,12,5,14,70,21,0.30,50,14,0.28,20,7,0.35,24,16,0.67,12,27,39,52.00,0.62,0.43,0.35,28.57,81.82,11.04,16.33,6.81,11.90,0.93,48.75,50.26,88.47,77.58,10.89,0.31,15.77,1.30,1.20,73.47,90.89,IND
2011-06-04,Regular,2011,0,0,TUL,Away,Loss,0,73,13,28,196,10,3,20,61,23,0.38,52,19,0.37,9,4,0.44,27,23,0.85,17,23,40,63.49,0.57,0.55,0.41,47.22,85.19,27.76,12.41,3.72,6.98,1.20,39.38,40.18,90.57,115.38,-24.81,0.32,14.43,80.60,0.46,98.69,0.36,0,0,SAS,Home,Win,0,93,28,15,196,13,3,21,67,37,0.55,43,27,0.63,24,10,0.42,12,9,0.75,4,19,23,36.51,0.76,0.67,0.63,14.81,52.78,17.19,16.01,3.69,5.77,1.39,75.00,76.53,114.50,89.88,24.62,0.47,26.74,1.87,0.87,81.22,99.45,SAS
2011-06-04,Regular,2011,0,0,PHO,Away,Loss,0,71,11,17,195,12,4,20,67,27,0.40,53,22,0.42,14,5,0.36,13,12,0.92,8,20,28,42.42,0.41,0.51,0.44,22.86,64.52,18.95,15.11,5.04,7.14,1.06,38.88,39.88,89.40,98.21,-8.81,0.36,12.32,79.42,0.65,97.75,0.71,0,0,SEA,Home,Win,0,78,20,18,196,8,2,17,67,29,0.43,56,25,0.45,11,4,0.36,18,16,0.89,11,27,38,57.58,0.69,0.55,0.46,35.48,77.14,19.37,9.95,2.49,3.77,1.16,55.75,56.89,96.98,88.28,8.70,0.39,20.60,1.11,0.44,80.43,98.49,SEA
2011-06-05,Regular,2011,0,0,NYL,Away,Win,0,94,23,16,221,6,5,22,74,39,0.53,56,33,0.59,18,6,0.33,11,10,0.91,10,24,34,51.52,0.59,0.62,0.57,33.33,66.67,16.87,7.32,6.10,8.06,1.27,69.38,62.79,114.75,107.42,7.33,0.49,21.26,81.92,1.44,88.96,0.38,0,0,ATL,Home,Loss,0,88,22,14,221,8,4,17,76,33,0.43,62,29,0.47,14,4,0.29,28,18,0.64,12,20,32,48.48,0.67,0.54,0.46,33.33,66.67,13.68,9.53,4.76,7.14,1.16,59.00,53.39,104.82,111.97,-7.15,0.42,22.07,1.57,0.57,83.95,91.17,NYL
2011-06-05,Regular,2011,1,0,LAS,Away,Loss,1,69,16,17,194,3,0,19,62,23,0.37,43,16,0.37,19,7,0.37,18,16,0.89,5,23,28,38.89,0.70,0.52,0.43,14.71,60.53,19.56,3.75,0.00,0.00,1.11,30.50,31.44,86.19,107.42,-21.23,0.31,18.37,80.06,0.94,99.04,0.18,0,1,MIN,Home,Win,1,86,17,12,196,6,4,20,74,32,0.43,58,26,0.45,16,6,0.38,21,16,0.76,15,29,44,61.11,0.53,0.55,0.47,39.47,85.29,12.60,7.59,5.06,9.30,1.16,64.38,65.69,108.75,87.25,21.50,0.45,18.13,1.42,0.50,79.08,96.83,MIN
2011-06-07,Regular,2011,0,1,TUL,Away,Loss,2,65,9,11,194,7,5,24,68,23,0.34,48,19,0.40,20,4,0.20,18,15,0.83,7,28,35,44.30,0.39,0.45,0.37,17.07,73.68,12.66,8.98,6.41,8.77,0.96,33.25,34.28,83.35,96.18,-12.83,0.32,11.24,77.98,0.82,96.47,0.64,1,1,MIN,Home,Win,1,75,12,12,196,6,4,18,67,25,0.37,57,22,0.39,10,3,0.30,25,22,0.88,10,34,44,55.70,0.48,0.52,0.40,26.32,82.93,13.33,7.62,5.08,8.33,1.12,51.88,52.94,95.19,82.50,12.69,0.36,15.00,1.00,0.50,78.79,96.48,MIN
2011-06-09,Regular,2011,0,1,WAS,Away,Win,4,98,17,29,221,15,7,23,72,32,0.44,62,29,0.47,10,3,0.30,42,31,0.74,15,31,46,55.42,0.53,0.60,0.47,36.59,73.81,24.27,14.69,6.85,10.29,1.36,65.00,58.82,95.95,88.11,7.84,0.37,17.08,102.14,0.59,110.92,0.52,0,1,ATL,Home,Loss,3,90,18,23,221,17,4,28,79,35,0.44,68,32,0.47,11,3,0.27,28,17,0.61,11,26,37,44.58,0.51,0.53,0.46,26.19,63.41,20.12,17.14,4.03,6.45,1.14,52.75,47.74,90.73,98.79,-8.06,0.38,16.72,0.78,0.74,99.20,107.73,WAS
2011-06-09,Regular,2011,2,1,MIN,Away,Win,1,81,18,13,196,5,1,12,56,32,0.57,49,30,0.61,7,2,0.29,21,15,0.71,5,29,34,56.67,0.56,0.67,0.59,20.83,80.56,16.62,6.94,1.39,2.08,1.45,62.88,64.16,112.42,102.71,9.71,0.50,23.15,72.05,1.38,88.22,0.38,1,0,SEA,Home,Loss,4,74,13,11,195,7,3,21,73,30,0.41,48,22,0.46,25,8,0.32,8,6,0.75,7,19,26,43.33,0.43,0.49,0.47,19.44,79.17,12.57,9.36,4.01,6.12,1.01,39.00,40.00,98.92,108.27,-9.35,0.39,13.91,1.18,0.64,74.81,92.07,MIN
2011-06-10,Regular,2011,1,0,CON,Away,Loss,5,75,16,10,196,6,5,14,66,28,0.42,49,22,0.45,17,6,0.35,19,13,0.68,4,26,30,44.12,0.57,0.53,0.47,11.43,78.79,11.85,7.60,6.33,9.62,1.14,51.88,52.94,95.00,98.80,-3.80,0.39,19.13,78.95,1.60,96.67,0.60,0,1,CHI,Home,Win,5,78,22,12,194,6,6,19,66,33,0.50,52,28,0.54,14,5,0.36,15,7,0.47,7,31,38,55.88,0.67,0.56,0.54,21.21,88.57,14.18,7.74,7.74,12.24,1.18,65.62,67.65,100.65,96.77,3.88,0.46,23.55,1.83,0.50,77.50,95.88,CHI
2011-06-10,Regular,2011,1,0,NYL,Away,Win,4,81,16,12,197,8,3,20,71,35,0.49,55,29,0.53,16,6,0.38,5,5,1.00,9,23,32,50.79,0.46,0.56,0.54,30.00,69.70,14.08,10.89,4.08,7.32,1.14,57.12,57.99,110.29,108.93,1.36,0.47,16.53,73.44,1.33,89.47,0.67,1,0,IND,Home,Loss,5,80,14,12,194,4,2,10,64,29,0.45,41,20,0.49,23,9,0.39,18,13,0.72,10,21,31,49.21,0.48,0.59,0.52,30.30,70.00,14.30,5.62,2.81,3.64,1.25,54.00,55.67,112.49,113.89,-1.40,0.44,17.06,1.17,0.33,71.12,87.98,NYL
