gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2003-05-22,Regular,2003,0,0,SEA,Away,Loss,0,64.0,17.0,12.0,200.0,6.0,2.0,19.0,59.0,26.0,0.44,40.0,19.0,6.88,19.0,7.0,0.37,8.0,5.0,0.62,5.0,15.0,20.0,37.74,0.65,0.53,0.50,17.24,62.50,16.10,10.17,3.39,4.08,1.08,36.50,36.50,108.47,127.12,-18.65,0.39,20.12,59.00,1.42,70.80,0.50,0,0,HOU,Home,Win,0,75.0,18.0,12.0,200.0,7.0,4.0,7.0,58.0,29.0,0.50,49.0,28.0,19.98,9.0,1.0,0.11,17.0,16.0,0.94,9.0,24.0,33.0,62.26,0.62,0.61,0.51,37.50,82.76,15.49,10.24,5.85,10.00,1.29,65.62,65.62,109.75,93.65,16.10,0.48,22.35,1.50,0.58,68.34,82.01,HOU
2003-05-22,Regular,2003,0,0,SAC,Away,Win,0,65.0,11.0,19.0,200.0,9.0,2.0,20.0,53.0,21.0,0.40,43.0,17.0,10.92,10.0,4.0,0.40,25.0,19.0,0.76,9.0,21.0,30.0,50.85,0.52,0.56,0.43,36.00,61.76,22.89,16.98,3.77,3.64,1.23,33.62,33.62,122.66,105.68,16.98,0.33,15.28,52.99,0.58,63.59,0.47,0,0,PHO,Home,Loss,0,56.0,10.0,13.0,200.0,9.0,5.0,22.0,64.0,20.0,0.31,55.0,19.0,10.98,9.0,1.0,0.11,17.0,15.0,0.88,13.0,16.0,29.0,49.15,0.50,0.41,0.32,38.24,64.00,15.39,14.35,7.97,11.63,0.88,26.62,26.62,89.31,103.67,-14.36,0.31,12.58,0.77,0.69,62.70,75.24,SAC
2003-05-23,Regular,2003,0,0,WAS,Away,Win,0,74.0,23.0,11.0,200.0,11.0,5.0,21.0,77.0,29.0,0.38,59.0,23.0,10.92,18.0,6.0,0.33,13.0,10.0,0.77,17.0,24.0,41.0,50.62,0.79,0.46,0.42,38.64,64.86,11.74,14.29,6.49,9.62,0.96,63.88,63.88,96.12,90.92,5.20,0.41,21.85,76.99,2.09,92.39,1.00,0,0,CHA,Home,Loss,0,70.0,18.0,14.0,200.0,6.0,5.0,18.0,65.0,24.0,0.37,52.0,19.0,10.92,13.0,5.0,0.38,21.0,17.0,0.81,13.0,27.0,40.0,49.38,0.75,0.50,0.41,35.14,61.36,15.87,8.20,6.84,8.47,1.08,52.62,52.62,95.71,101.18,-5.47,0.36,20.51,1.29,0.43,73.14,87.77,WAS
2003-05-24,Regular,2003,0,0,LAS,Away,Win,0,82.0,15.0,14.0,200.0,8.0,6.0,18.0,72.0,28.0,0.39,56.0,26.0,11.97,16.0,2.0,0.12,28.0,24.0,0.86,13.0,30.0,43.0,48.31,0.54,0.52,0.40,28.89,68.18,14.24,11.11,8.33,9.52,1.14,59.00,59.00,113.90,101.40,12.50,0.38,16.91,71.99,1.07,86.39,0.57,0,0,CON,Home,Loss,0,73.0,17.0,15.0,200.0,8.0,2.0,25.0,84.0,29.0,0.35,63.0,21.0,7.90,21.0,8.0,0.38,14.0,7.0,0.50,14.0,32.0,46.0,51.69,0.59,0.42,0.39,31.82,71.11,14.26,9.23,2.31,3.57,0.87,42.25,42.25,84.21,94.59,-10.38,0.34,15.48,1.13,0.53,86.69,104.03,LAS
2003-05-24,Regular,2003,1,0,SAC,Away,Loss,1,71.0,27.0,12.0,200.0,11.0,2.0,20.0,71.0,32.0,0.45,57.0,27.0,17.93,14.0,5.0,0.36,7.0,2.0,0.29,11.0,17.0,28.0,46.67,0.84,0.49,0.49,29.73,73.91,13.94,15.50,2.82,5.26,1.00,56.88,56.88,100.01,101.42,-1.41,0.44,25.25,70.99,2.25,85.19,0.92,0,0,MIN,Home,Win,0,72.0,18.0,21.0,200.0,8.0,5.0,15.0,51.0,26.0,0.51,38.0,20.0,12.88,13.0,6.0,0.46,22.0,14.0,0.64,6.0,26.0,32.0,53.33,0.69,0.64,0.57,26.09,70.27,25.71,10.56,6.60,8.77,1.41,53.50,53.50,95.01,93.69,1.32,0.39,22.41,0.86,0.38,75.78,90.94,MIN
2003-05-24,Regular,2003,1,0,HOU,Away,Win,1,69.0,18.0,16.0,200.0,5.0,4.0,19.0,54.0,27.0,0.50,46.0,24.0,18.94,8.0,3.0,0.38,16.0,12.0,0.75,8.0,28.0,36.0,52.94,0.67,0.60,0.53,28.57,70.00,20.77,9.26,7.41,7.41,1.28,53.00,53.00,127.80,114.84,12.96,0.44,22.23,53.99,1.12,64.79,0.31,0,1,PHO,Home,Loss,1,62.0,13.0,9.0,200.0,10.0,2.0,19.0,64.0,23.0,0.36,54.0,19.0,12.94,10.0,4.0,0.40,17.0,12.0,0.71,12.0,20.0,32.0,47.06,0.57,0.46,0.39,30.00,71.43,11.18,15.79,3.16,4.35,0.97,41.12,41.12,97.87,108.92,-11.05,0.38,16.56,1.44,1.11,63.35,76.02,HOU
2003-05-24,Regular,2003,0,1,SEA,Away,Loss,1,56.0,14.0,12.0,200.0,9.0,2.0,30.0,64.0,20.0,0.31,52.0,19.0,7.98,12.0,1.0,0.08,19.0,15.0,0.79,8.0,22.0,30.0,47.62,0.70,0.41,0.32,22.22,81.48,14.22,14.06,3.12,5.13,0.88,23.38,23.38,87.50,101.56,-14.06,0.29,17.15,64.00,1.17,76.80,0.75,0,0,SAS,Home,Win,0,65.0,12.0,18.0,200.0,3.0,7.0,22.0,45.0,21.0,0.47,39.0,18.0,14.93,6.0,3.0,0.50,35.0,20.0,0.57,5.0,28.0,33.0,52.38,0.57,0.62,0.50,18.52,77.78,22.96,4.10,9.57,13.46,1.44,37.12,37.12,88.91,76.60,12.31,0.36,20.13,0.67,0.17,73.11,87.73,SAS
2003-05-27,Regular,2003,1,0,LAS,Away,Win,2,79.0,18.0,9.0,200.0,6.0,7.0,22.0,74.0,30.0,0.41,61.0,25.0,16.93,13.0,5.0,0.38,16.0,14.0,0.88,12.0,25.0,37.0,50.00,0.60,0.51,0.44,30.00,73.53,10.00,8.11,9.46,14.00,1.07,59.25,59.25,106.77,95.96,10.81,0.42,19.16,73.99,2.00,88.79,0.67,0,0,CLE,Home,Loss,0,71.0,16.0,13.0,200.0,1.0,5.0,18.0,69.0,25.0,0.36,50.0,19.0,5.91,19.0,6.0,0.32,21.0,15.0,0.71,9.0,28.0,37.0,50.00,0.64,0.48,0.41,26.47,70.00,14.25,1.27,6.33,8.20,1.03,41.38,41.38,89.93,100.06,-10.13,0.34,18.03,1.23,0.08,78.95,94.74,LAS
2003-05-28,Regular,2003,2,0,LAS,Away,Win,0,83.0,16.0,16.0,200.0,4.0,2.0,21.0,62.0,29.0,0.47,47.0,24.0,13.92,15.0,5.0,0.33,20.0,20.0,1.00,10.0,22.0,32.0,55.17,0.55,0.62,0.51,35.71,73.33,18.43,6.45,3.23,5.71,1.34,51.00,51.00,133.89,129.05,4.84,0.43,18.78,61.99,1.00,74.39,0.25,1,0,MIN,Home,Loss,3,80.0,23.0,14.0,200.0,8.0,1.0,18.0,64.0,28.0,0.44,35.0,18.0,-1.16,29.0,10.0,0.34,17.0,14.0,0.82,8.0,18.0,26.0,44.83,0.82,0.59,0.52,26.67,64.29,16.38,10.97,1.37,2.13,1.25,56.12,56.12,109.66,113.78,-4.12,0.40,24.59,1.64,0.57,72.95,87.54,LAS
2003-05-28,Regular,2003,1,0,SAS,Away,Loss,3,50.0,9.0,14.0,200.0,5.0,6.0,15.0,58.0,22.0,0.38,51.0,21.0,14.98,7.0,1.0,0.14,8.0,5.0,0.62,10.0,23.0,33.0,47.14,0.41,0.42,0.39,32.26,58.97,18.54,8.62,10.35,11.11,0.86,29.25,29.25,86.22,87.95,-1.73,0.35,11.62,57.99,0.64,69.59,0.36,0,2,PHO,Home,Win,3,51.0,14.0,12.0,200.0,9.0,4.0,16.0,64.0,22.0,0.34,54.0,21.0,11.98,10.0,1.0,0.10,12.0,6.0,0.50,16.0,21.0,37.0,52.86,0.64,0.38,0.35,41.03,67.74,14.76,14.67,6.52,7.84,0.80,37.25,37.25,83.10,81.47,1.63,0.37,16.53,1.17,0.75,61.37,73.64,PHO
