gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2000-05-29,Regular,2000,0,0,NYL,Away,Loss,0,68.0,18.0,12.0,200.0,4.0,2.0,22.0,66.0,29.0,0.44,53.0,26.0,15.95,13.0,3.0,0.23,10.0,7.0,0.70,7.0,16.0,23.0,40.35,0.62,0.50,0.46,24.14,57.14,14.56,6.06,3.03,4.44,1.03,34.75,34.75,103.05,127.29,-24.24,0.41,19.65,65.99,1.50,79.19,0.33,0,0,HOU,Home,Win,0,84.0,16.0,15.0,200.0,7.0,7.0,17.0,61.0,27.0,0.44,45.0,21.0,10.90,16.0,6.0,0.38,26.0,24.0,0.92,12.0,22.0,34.0,59.65,0.59,0.63,0.49,42.86,75.86,17.15,9.52,9.52,13.21,1.38,63.50,63.50,114.19,92.44,21.75,0.42,19.86,1.07,0.47,73.56,88.27,HOU
2000-05-31,Regular,2000,0,0,UTA,Away,Loss,0,62.0,12.0,20.0,200.0,7.0,6.0,20.0,70.0,24.0,0.34,63.0,22.0,16.97,7.0,2.0,0.29,21.0,12.0,0.57,10.0,30.0,40.0,50.00,0.50,0.42,0.36,23.81,78.95,20.15,10.00,8.57,11.76,0.89,29.12,29.12,88.57,98.57,-10.00,0.30,12.94,70.00,0.60,84.00,0.35,0,0,LAS,Home,Win,0,69.0,17.0,16.0,200.0,13.0,9.0,22.0,66.0,22.0,0.33,51.0,17.0,6.92,15.0,5.0,0.33,25.0,20.0,0.80,8.0,32.0,40.0,50.00,0.77,0.48,0.37,21.05,76.19,17.20,15.74,10.90,14.29,1.05,54.12,54.12,83.56,75.08,8.48,0.30,19.32,1.06,0.81,82.58,99.10,LAS
2000-05-31,Regular,2000,0,0,CLE,Away,Loss,0,62.0,14.0,16.0,200.0,8.0,0.0,27.0,54.0,24.0,0.44,35.0,18.0,4.89,19.0,6.0,0.32,12.0,8.0,0.67,7.0,12.0,19.0,43.18,0.58,0.55,0.50,29.17,60.00,21.25,14.82,0.00,0.00,1.15,25.50,25.50,114.84,135.21,-20.37,0.38,17.78,53.99,0.88,64.79,0.50,0,0,MIN,Home,Win,0,73.0,15.0,12.0,200.0,11.0,0.0,21.0,44.0,22.0,0.50,33.0,16.0,10.86,11.0,6.0,0.55,33.0,23.0,0.70,8.0,17.0,25.0,56.82,0.68,0.71,0.57,40.00,70.83,17.02,17.84,0.00,0.00,1.66,51.88,51.88,118.37,100.54,17.83,0.46,26.56,1.25,0.92,61.67,74.00,MIN
2000-05-31,Regular,2000,0,1,NYL,Away,Loss,1,48.0,10.0,24.0,200.0,7.0,3.0,24.0,45.0,16.0,0.36,41.0,14.0,11.96,4.0,2.0,0.50,22.0,14.0,0.64,11.0,21.0,32.0,59.26,0.62,0.48,0.38,40.74,77.78,30.50,15.56,6.67,7.14,1.07,16.75,16.75,106.69,113.36,-6.67,0.28,14.43,44.99,0.42,53.99,0.29,0,0,PHO,Home,Win,0,51.0,9.0,16.0,200.0,10.0,4.0,23.0,52.0,18.0,0.35,42.0,16.0,7.96,10.0,2.0,0.20,17.0,13.0,0.76,6.0,16.0,22.0,40.74,0.50,0.46,0.37,22.22,59.26,21.20,15.41,6.17,9.76,0.98,19.12,19.12,78.61,73.98,4.63,0.29,12.95,0.56,0.62,64.88,77.86,PHO
2000-05-31,Regular,2000,1,0,HOU,Away,Win,1,93.0,15.0,7.0,250.0,10.0,2.0,26.0,82.0,33.0,0.40,55.0,25.0,5.90,27.0,8.0,0.30,20.0,19.0,0.95,13.0,23.0,36.0,42.35,0.45,0.54,0.45,28.89,57.50,7.16,12.20,2.44,2.90,1.13,61.25,49.00,113.43,108.55,4.88,0.43,15.76,81.99,2.14,78.71,1.43,0,0,POR,Home,Loss,0,89.0,23.0,22.0,250.0,3.0,6.0,26.0,77.0,33.0,0.43,69.0,30.0,24.96,8.0,3.0,0.38,28.0,20.0,0.71,17.0,32.0,49.0,57.65,0.70,0.54,0.45,42.50,71.11,19.76,3.20,6.39,10.91,1.16,58.75,47.00,94.81,99.07,-4.26,0.40,20.97,1.05,0.14,93.87,90.12,HOU
2000-05-31,Regular,2000,0,0,SEA,Away,Loss,0,60.0,9.0,17.0,200.0,7.0,4.0,21.0,63.0,24.0,0.38,51.0,21.0,11.95,12.0,3.0,0.25,17.0,9.0,0.53,12.0,17.0,29.0,46.03,0.38,0.45,0.40,34.29,60.71,19.43,11.11,6.35,9.30,0.95,23.62,23.62,95.25,120.65,-25.40,0.35,11.04,62.99,0.53,75.59,0.41,0,0,SAC,Home,Win,0,76.0,22.0,17.0,200.0,8.0,8.0,15.0,56.0,25.0,0.45,43.0,19.0,11.89,13.0,6.0,0.46,25.0,20.0,0.80,11.0,23.0,34.0,53.97,0.88,0.62,0.50,39.29,65.71,20.24,11.07,11.07,15.69,1.36,66.38,66.38,105.16,83.02,22.14,0.40,26.19,1.29,0.47,72.27,86.72,SAC
2000-05-31,Regular,2000,0,0,ORL,Away,Loss,0,66.0,14.0,18.0,200.0,11.0,4.0,18.0,69.0,27.0,0.39,59.0,26.0,16.99,10.0,1.0,0.10,20.0,11.0,0.55,13.0,16.0,29.0,43.94,0.52,0.45,0.40,31.71,64.00,18.79,15.94,5.80,7.84,0.96,33.75,33.75,95.67,133.35,-37.68,0.36,15.18,68.99,0.78,82.79,0.61,0,0,WAS,Home,Win,0,92.0,28.0,20.0,200.0,8.0,5.0,20.0,67.0,38.0,0.57,51.0,29.0,21.87,16.0,9.0,0.56,11.0,7.0,0.64,9.0,28.0,37.0,56.06,0.74,0.66,0.63,36.00,68.29,21.78,9.54,5.96,8.47,1.37,78.62,78.62,109.72,78.71,31.01,0.49,25.42,1.40,0.40,83.85,100.62,WAS
2000-06-01,Regular,2000,0,0,IND,Away,Win,0,57.0,14.0,13.0,200.0,6.0,6.0,16.0,50.0,23.0,0.46,44.0,20.0,16.94,6.0,3.0,0.50,12.0,8.0,0.67,5.0,25.0,30.0,46.15,0.61,0.54,0.49,25.00,55.56,19.04,12.00,12.00,11.76,1.14,43.75,43.75,114.02,108.02,6.00,0.40,19.52,49.99,1.08,59.99,0.46,0,0,MIA,Home,Loss,0,54.0,13.0,10.0,200.0,9.0,2.0,18.0,66.0,20.0,0.30,51.0,19.0,4.98,15.0,1.0,0.07,20.0,13.0,0.65,20.0,15.0,35.0,53.85,0.65,0.38,0.31,44.44,75.00,11.79,16.11,3.58,4.55,0.82,33.25,33.25,96.65,102.02,-5.37,0.36,16.21,1.30,0.90,55.87,67.04,IND
2000-06-01,Regular,2000,0,0,CHA,Away,Loss,0,79.0,20.0,13.0,200.0,4.0,2.0,24.0,68.0,29.0,0.43,54.0,22.0,14.90,14.0,7.0,0.50,18.0,14.0,0.78,12.0,21.0,33.0,49.25,0.69,0.55,0.48,37.50,60.00,14.62,5.88,2.94,4.00,1.16,50.00,50.00,116.19,120.61,-4.42,0.42,21.49,67.99,1.54,81.59,0.31,0,1,ORL,Home,Win,0,82.0,17.0,12.0,200.0,7.0,4.0,22.0,67.0,29.0,0.43,50.0,24.0,11.93,17.0,5.0,0.29,24.0,19.0,0.79,14.0,20.0,34.0,50.75,0.59,0.57,0.47,40.00,62.50,13.40,9.74,5.57,7.41,1.22,56.75,56.75,114.11,109.94,4.17,0.45,19.90,1.42,0.58,71.86,86.23,ORL
2000-06-01,Regular,2000,2,0,HOU,Away,Win,0,77.0,16.0,15.0,200.0,15.0,1.0,23.0,61.0,27.0,0.44,46.0,20.0,11.89,15.0,7.0,0.47,21.0,16.0,0.76,9.0,23.0,32.0,58.18,0.59,0.59,0.50,34.62,79.31,17.60,24.59,1.64,2.38,1.26,55.12,55.12,126.25,77.06,49.19,0.40,19.33,60.99,1.07,73.19,1.00,0,1,SEA,Home,Loss,0,47.0,8.0,17.0,200.0,6.0,3.0,21.0,49.0,17.0,0.35,42.0,16.0,9.98,7.0,1.0,0.14,21.0,12.0,0.57,6.0,17.0,23.0,41.82,0.47,0.44,0.36,20.69,65.38,22.59,9.16,4.58,6.52,0.96,10.62,10.62,71.79,117.61,-45.82,0.28,12.35,0.47,0.35,65.47,78.56,HOU
2000-06-01,Regular,2000,1,0,MIN,Away,Loss,0,74.0,12.0,14.0,200.0,6.0,2.0,30.0,57.0,24.0,0.42,37.0,18.0,3.89,20.0,6.0,0.30,26.0,20.0,0.77,7.0,15.0,22.0,40.74,0.50,0.59,0.47,23.33,62.50,16.98,10.53,3.51,5.00,1.30,30.75,30.75,129.85,145.64,-15.79,0.38,16.77,56.99,0.86,68.39,0.43,0,1,UTA,Home,Win,0,83.0,12.0,18.0,200.0,7.0,9.0,29.0,52.0,24.0,0.46,40.0,20.0,11.92,12.0,4.0,0.33,37.0,31.0,0.84,9.0,23.0,32.0,59.26,0.50,0.69,0.50,37.50,76.67,20.86,9.17,11.78,24.32,1.60,51.88,51.88,108.68,96.90,11.78,0.39,18.26,0.67,0.39,76.37,91.64,UTA
2000-06-03,Regular,2000,0,1,MIA,Away,Win,1,74.0,16.0,19.0,225.0,9.0,4.0,24.0,60.0,24.0,0.40,55.0,23.0,18.98,5.0,1.0,0.20,34.0,25.0,0.74,18.0,23.0,41.0,61.19,0.67,0.55,0.41,54.55,67.65,20.22,15.00,6.67,8.00,1.23,49.50,44.00,123.35,105.02,18.33,0.39,19.99,59.99,0.84,63.99,0.47,0,1,CHA,Home,Loss,1,63.0,17.0,15.0,225.0,9.0,4.0,32.0,65.0,25.0,0.38,50.0,20.0,9.92,15.0,5.0,0.33,15.0,8.0,0.53,11.0,15.0,26.0,38.81,0.68,0.46,0.42,32.35,45.45,17.32,13.26,5.89,7.27,0.97,29.88,26.56,92.80,109.00,-16.20,0.36,18.81,1.13,0.60,67.89,72.42,MIA
2000-06-03,Regular,2000,1,0,WAS,Away,Loss,2,49.0,13.0,26.0,200.0,7.0,6.0,23.0,39.0,19.0,0.49,30.0,12.0,9.82,9.0,7.0,0.78,6.0,4.0,0.67,1.0,16.0,17.0,38.64,0.68,0.61,0.58,6.67,55.17,38.44,17.95,15.38,11.76,1.26,19.00,19.00,125.64,184.62,-58.98,0.30,17.25,39.00,0.50,46.80,0.27,0,1,CLE,Home,Win,2,72.0,15.0,12.0,200.0,11.0,1.0,16.0,66.0,29.0,0.44,51.0,24.0,13.92,15.0,5.0,0.33,12.0,9.0,0.75,13.0,14.0,27.0,61.36,0.52,0.52,0.48,44.83,93.33,14.41,17.26,1.57,3.33,1.09,48.50,48.50,112.96,76.87,36.09,0.45,17.10,1.25,0.92,63.74,76.49,CLE
2000-06-03,Regular,2000,1,0,SAC,Away,Loss,2,74.0,16.0,13.0,200.0,14.0,5.0,20.0,74.0,33.0,0.45,62.0,30.0,20.96,12.0,3.0,0.25,12.0,5.0,0.42,12.0,14.0,26.0,43.33,0.48,0.48,0.47,33.33,58.33,14.09,18.92,6.76,9.62,1.00,48.50,48.50,100.01,104.07,-4.06,0.44,16.37,73.99,1.23,88.79,1.08,0,0,DET,Home,Win,0,77.0,18.0,23.0,200.0,8.0,8.0,14.0,55.0,27.0,0.49,52.0,26.0,23.98,3.0,1.0,0.33,24.0,22.0,0.92,10.0,24.0,34.0,56.67,0.67,0.64,0.50,41.67,66.67,25.97,10.15,10.15,12.90,1.40,58.75,58.75,97.73,93.92,3.81,0.40,21.07,0.78,0.35,78.79,94.55,DET
2000-06-03,Regular,2000,1,0,PHO,Away,Win,2,80.0,15.0,8.0,200.0,12.0,2.0,22.0,60.0,33.0,0.55,47.0,28.0,19.92,13.0,5.0,0.38,14.0,9.0,0.64,6.0,17.0,23.0,51.11,0.45,0.63,0.59,30.00,68.00,10.79,20.00,3.33,5.71,1.33,58.50,58.50,133.36,103.35,30.01,0.53,19.52,59.99,1.88,71.99,1.50,3,0,HOU,Home,Loss,1,62.0,14.0,16.0,200.0,4.0,2.0,15.0,48.0,21.0,0.44,35.0,18.0,7.94,13.0,3.0,0.23,18.0,17.0,0.94,8.0,14.0,22.0,48.89,0.67,0.60,0.47,32.00,70.00,22.25,6.59,3.30,4.26,1.29,34.25,34.25,102.16,131.82,-29.66,0.38,19.98,0.88,0.25,60.69,72.83,PHO
2000-06-03,Regular,2000,1,1,ORL,Away,Win,1,88.0,20.0,7.0,200.0,11.0,4.0,20.0,59.0,28.0,0.47,50.0,23.0,18.92,9.0,5.0,0.56,35.0,27.0,0.77,7.0,14.0,21.0,32.81,0.71,0.66,0.52,20.59,46.67,8.60,18.65,6.78,9.52,1.49,66.12,66.12,149.18,139.01,10.17,0.47,28.33,58.99,2.86,70.79,1.57,1,0,IND,Home,Loss,1,82.0,19.0,18.0,200.0,2.0,4.0,29.0,62.0,30.0,0.48,42.0,24.0,9.90,20.0,6.0,0.30,18.0,16.0,0.89,16.0,27.0,43.0,67.19,0.63,0.62,0.53,53.33,79.41,20.47,2.69,5.37,8.00,1.32,57.50,57.50,110.13,118.18,-8.05,0.47,20.86,1.06,0.11,74.46,89.35,ORL
2000-06-03,Regular,2000,1,0,LAS,Away,Win,2,82.0,18.0,13.0,200.0,8.0,5.0,29.0,60.0,29.0,0.48,45.0,22.0,13.88,15.0,7.0,0.47,23.0,17.0,0.74,9.0,21.0,30.0,49.18,0.62,0.63,0.54,28.12,72.41,15.64,13.34,8.33,13.16,1.37,56.62,56.62,136.69,125.02,11.67,0.45,22.26,59.99,1.38,71.99,0.62,1,1,MIN,Home,Loss,1,75.0,11.0,16.0,200.0,5.0,0.0,18.0,56.0,23.0,0.41,38.0,16.0,4.88,18.0,7.0,0.39,27.0,22.0,0.81,8.0,23.0,31.0,50.82,0.48,0.61,0.47,27.59,71.88,19.07,6.79,0.00,0.00,1.34,39.12,39.12,101.78,111.28,-9.50,0.36,15.47,0.69,0.31,73.69,88.43,LAS
2000-06-03,Regular,2000,1,1,UTA,Away,Loss,1,76.0,15.0,18.0,200.0,5.0,5.0,26.0,68.0,31.0,0.46,54.0,25.0,16.91,14.0,6.0,0.43,9.0,8.0,0.89,13.0,16.0,29.0,48.33,0.48,0.54,0.50,43.33,53.33,20.01,7.35,7.35,10.00,1.12,40.62,40.62,111.78,127.96,-16.18,0.42,15.46,67.99,0.83,81.59,0.28,0,2,NYL,Home,Win,2,87.0,11.0,13.0,200.0,12.0,2.0,19.0,60.0,27.0,0.45,50.0,22.0,16.92,10.0,5.0,0.50,35.0,28.0,0.80,14.0,17.0,31.0,51.67,0.41,0.64,0.49,46.67,56.67,14.71,16.89,2.81,3.70,1.45,58.12,58.12,122.45,106.97,15.48,0.46,16.03,0.85,0.92,71.05,85.26,NYL
2000-06-03,Regular,2000,0,1,POR,Away,Win,2,65.0,13.0,16.0,200.0,4.0,5.0,23.0,51.0,19.0,0.37,40.0,15.0,7.92,11.0,4.0,0.36,31.0,23.0,0.74,10.0,22.0,32.0,52.46,0.68,0.56,0.41,34.48,68.75,19.84,7.84,9.81,10.20,1.27,36.12,36.12,127.48,113.75,13.73,0.33,19.59,50.99,0.81,61.19,0.25,0,2,SEA,Home,Loss,1,58.0,14.0,14.0,200.0,6.0,3.0,28.0,60.0,21.0,0.35,49.0,20.0,9.98,11.0,1.0,0.09,25.0,15.0,0.60,10.0,19.0,29.0,47.54,0.67,0.44,0.36,31.25,65.52,16.47,8.62,4.31,7.50,0.97,22.88,22.88,83.32,93.38,-10.06,0.33,18.18,1.00,0.43,69.61,83.53,POR
2000-06-04,Regular,2000,1,2,NYL,Away,Loss,0,67.0,17.0,16.0,200.0,5.0,5.0,30.0,56.0,24.0,0.43,43.0,18.0,10.89,13.0,6.0,0.46,17.0,13.0,0.76,9.0,16.0,25.0,47.17,0.71,0.56,0.48,34.62,59.26,20.13,8.93,8.93,11.11,1.20,35.62,35.62,119.66,141.10,-21.44,0.38,20.85,55.99,1.06,67.19,0.31,1,1,WAS,Home,Win,0,79.0,19.0,14.0,200.0,8.0,4.0,20.0,54.0,27.0,0.50,45.0,25.0,17.96,9.0,2.0,0.22,31.0,23.0,0.74,11.0,17.0,28.0,52.83,0.70,0.65,0.52,40.74,65.38,17.15,11.59,5.79,9.30,1.46,57.62,57.62,114.41,97.03,17.38,0.47,25.90,1.36,0.57,69.05,82.86,WAS
2000-06-05,Regular,2000,1,1,CLE,Away,Win,1,69.0,15.0,21.0,200.0,8.0,4.0,20.0,51.0,19.0,0.37,40.0,14.0,7.90,11.0,5.0,0.45,34.0,26.0,0.76,14.0,24.0,38.0,62.30,0.79,0.59,0.42,46.67,77.42,24.15,15.69,7.84,8.89,1.35,46.00,46.00,135.32,103.94,31.38,0.33,20.82,50.99,0.71,61.19,0.38,0,2,CHA,Home,Loss,1,53.0,14.0,17.0,200.0,11.0,3.0,25.0,58.0,20.0,0.34,45.0,20.0,7.00,13.0,0.0,0.00,19.0,13.0,0.68,7.0,16.0,23.0,37.70,0.70,0.43,0.34,22.58,53.33,20.39,15.66,4.27,7.50,0.91,19.88,19.88,75.47,98.25,-22.78,0.29,17.36,0.82,0.65,70.23,84.28,CLE
2000-06-05,Regular,2000,1,1,MIA,Away,Loss,1,59.0,13.0,22.0,200.0,10.0,1.0,30.0,51.0,20.0,0.39,37.0,16.0,5.92,14.0,4.0,0.29,17.0,15.0,0.88,7.0,17.0,24.0,47.06,0.65,0.54,0.43,26.92,68.00,27.34,19.61,1.96,2.63,1.16,21.12,21.12,115.71,156.89,-41.18,0.30,16.56,50.99,0.59,61.19,0.45,1,1,IND,Home,Win,1,80.0,16.0,20.0,200.0,14.0,4.0,20.0,46.0,23.0,0.50,38.0,18.0,14.89,8.0,5.0,0.62,38.0,29.0,0.76,8.0,19.0,27.0,52.94,0.70,0.74,0.55,32.00,73.08,24.18,18.94,5.41,10.81,1.74,57.50,57.50,108.24,79.83,28.41,0.40,24.51,0.80,0.70,73.91,88.69,IND
2000-06-05,Regular,2000,1,0,DET,Away,Loss,1,68.0,14.0,20.0,200.0,10.0,3.0,27.0,60.0,22.0,0.37,45.0,16.0,6.90,15.0,6.0,0.40,23.0,18.0,0.78,8.0,16.0,24.0,40.00,0.64,0.52,0.42,25.00,57.14,22.19,16.67,5.00,6.00,1.13,27.88,27.88,113.35,146.69,-33.34,0.31,16.69,59.99,0.70,71.99,0.50,1,2,MIN,Home,Win,1,88.0,18.0,22.0,200.0,8.0,5.0,21.0,62.0,30.0,0.48,50.0,24.0,17.90,12.0,6.0,0.50,25.0,22.0,0.88,12.0,24.0,36.0,60.00,0.60,0.65,0.53,42.86,75.00,23.16,9.69,6.05,11.11,1.42,60.62,60.62,106.55,82.33,24.22,0.42,19.78,0.82,0.36,82.59,99.11,MIN
