gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2010-05-15,Regular,2010,0,0,CHI,Away,Loss,0,61.0,12.0,15.0,196.0,9.0,3.0,19.0,64.0,25.0,0.39,49.0,24.0,9.98,15.0,1.0,0.07,11.0,10.0,0.91,7.0,25.0,32.0,43.84,0.48,0.46,0.40,18.92,69.44,17.89,14.06,4.69,6.98,0.95,34.12,34.82,95.31,115.62,-20.31,0.35,13.93,64.00,0.80,78.37,0.60,0,0,CON,Home,Win,0,74.0,12.0,18.0,195.0,6.0,1.0,17.0,65.0,25.0,0.38,43.0,16.0,2.86,22.0,9.0,0.41,17.0,15.0,0.88,11.0,30.0,41.0,56.16,0.48,0.54,0.45,30.56,81.08,19.89,7.66,1.28,2.04,1.14,44.88,46.03,94.48,77.89,16.59,0.35,13.71,0.67,0.33,78.32,96.39,CON
2010-05-15,Regular,2010,0,0,WAS,Away,Win,0,72.0,7.0,24.0,196.0,10.0,8.0,18.0,52.0,26.0,0.50,46.0,23.0,19.94,6.0,3.0,0.50,20.0,17.0,0.85,9.0,26.0,35.0,61.40,0.27,0.64,0.53,50.00,66.67,28.30,19.24,15.39,16.33,1.38,46.00,46.94,138.51,125.05,13.46,0.39,9.43,51.98,0.29,63.65,0.42,0,0,IND,Home,Loss,0,65.0,16.0,17.0,195.0,12.0,8.0,24.0,67.0,25.0,0.37,49.0,19.0,6.91,18.0,6.0,0.33,16.0,9.0,0.56,13.0,9.0,22.0,38.60,0.64,0.46,0.42,33.33,50.00,18.67,18.80,12.53,17.39,0.97,35.50,36.41,101.82,112.78,-10.96,0.35,17.21,0.94,0.71,63.84,78.57,WAS
2010-05-15,Regular,2010,0,0,LAS,Away,Loss,0,77.0,18.0,13.0,195.0,13.0,1.0,25.0,86.0,31.0,0.36,61.0,26.0,5.94,25.0,5.0,0.20,16.0,10.0,0.62,14.0,26.0,40.0,47.06,0.58,0.43,0.39,28.57,72.22,12.26,15.12,1.16,2.08,0.90,46.50,47.69,89.53,90.70,-1.17,0.36,16.37,86.00,1.38,105.85,1.00,0,0,PHO,Home,Win,0,78.0,8.0,22.0,194.0,8.0,7.0,20.0,62.0,25.0,0.40,48.0,21.0,10.94,14.0,4.0,0.29,31.0,24.0,0.77,10.0,35.0,45.0,52.94,0.32,0.57,0.44,27.78,71.43,22.53,9.13,7.99,11.48,1.26,47.12,48.58,89.04,87.90,1.14,0.34,10.21,0.36,0.36,87.60,108.37,PHO
2010-05-15,Regular,2010,0,0,ATL,Away,Win,0,75.0,13.0,22.0,196.0,12.0,5.0,18.0,68.0,30.0,0.44,58.0,28.0,19.97,10.0,2.0,0.20,25.0,13.0,0.52,13.0,28.0,41.0,55.41,0.43,0.51,0.46,36.11,73.68,21.78,17.65,7.35,9.62,1.10,47.62,48.59,110.31,102.96,7.35,0.39,14.13,67.99,0.59,83.25,0.55,0,0,SAS,Home,Loss,0,70.0,17.0,20.0,195.0,13.0,2.0,20.0,70.0,29.0,0.41,52.0,25.0,10.94,18.0,4.0,0.22,16.0,8.0,0.50,10.0,23.0,33.0,44.59,0.59,0.48,0.44,26.32,63.89,20.61,15.64,2.41,3.45,1.00,40.75,41.79,84.23,90.24,-6.01,0.36,17.01,0.85,0.65,83.11,102.29,ATL
2010-05-15,Regular,2010,0,0,MIN,Away,Win,0,80.0,12.0,20.0,195.0,14.0,6.0,22.0,72.0,30.0,0.42,56.0,25.0,13.93,16.0,5.0,0.31,17.0,15.0,0.88,8.0,31.0,39.0,51.32,0.40,0.53,0.45,23.53,73.81,20.10,19.45,8.33,11.54,1.11,51.88,53.21,111.13,102.79,8.34,0.36,12.43,71.99,0.60,88.60,0.70,0,0,TUL,Home,Loss,0,74.0,16.0,22.0,195.0,14.0,5.0,16.0,66.0,25.0,0.38,52.0,20.0,10.92,14.0,5.0,0.36,30.0,19.0,0.63,11.0,26.0,37.0,48.68,0.64,0.51,0.42,26.19,76.47,21.74,16.10,5.75,8.93,1.12,48.75,50.00,85.10,92.00,-6.90,0.32,17.62,0.73,0.64,86.96,107.03,MIN
2010-05-16,Regular,2010,0,1,IND,Away,Loss,0,62.0,18.0,19.0,196.0,12.0,6.0,21.0,63.0,26.0,0.41,47.0,24.0,9.97,16.0,2.0,0.12,13.0,8.0,0.62,9.0,25.0,34.0,47.89,0.69,0.47,0.43,32.14,58.14,21.66,19.05,9.53,10.17,0.98,44.12,45.02,98.43,104.78,-6.35,0.36,19.09,62.99,0.95,77.13,0.63,1,0,ATL,Home,Win,0,66.0,14.0,16.0,196.0,11.0,10.0,20.0,75.0,25.0,0.33,59.0,22.0,8.96,16.0,3.0,0.19,20.0,13.0,0.65,18.0,19.0,37.0,52.11,0.56,0.42,0.35,41.86,67.86,16.03,15.07,13.70,21.28,0.88,43.50,44.39,90.45,84.97,5.48,0.34,14.55,0.88,0.69,72.97,89.35,ATL
2010-05-16,Regular,2010,1,0,WAS,Away,Win,0,87.0,13.0,17.0,196.0,3.0,1.0,20.0,61.0,30.0,0.49,43.0,24.0,11.90,18.0,6.0,0.33,29.0,21.0,0.72,11.0,21.0,32.0,55.17,0.43,0.65,0.54,39.29,70.00,18.73,4.92,1.64,2.00,1.43,47.12,48.08,142.65,124.61,18.04,0.45,16.62,60.99,0.76,74.68,0.18,1,0,MIN,Home,Loss,0,76.0,19.0,17.0,195.0,8.0,3.0,30.0,70.0,29.0,0.41,50.0,25.0,8.94,20.0,4.0,0.20,15.0,14.0,0.93,9.0,17.0,26.0,44.83,0.66,0.52,0.44,30.00,60.71,18.16,10.28,3.86,6.98,1.09,37.62,38.58,97.67,111.81,-14.14,0.37,19.11,1.12,0.47,77.81,95.77,WAS
2010-05-16,Regular,2010,0,1,CHI,Away,Loss,0,82.0,18.0,12.0,195.0,5.0,4.0,13.0,65.0,30.0,0.46,51.0,23.0,15.89,14.0,7.0,0.50,21.0,15.0,0.71,9.0,20.0,29.0,51.79,0.60,0.59,0.52,30.00,76.92,13.91,7.69,6.15,8.70,1.26,57.88,59.36,126.17,130.79,-4.62,0.44,20.99,64.99,1.50,79.99,0.42,0,0,NYL,Home,Win,0,85.0,22.0,11.0,197.0,7.0,5.0,13.0,61.0,31.0,0.51,46.0,25.0,15.90,15.0,6.0,0.40,19.0,17.0,0.89,6.0,21.0,27.0,48.21,0.71,0.65,0.56,23.08,70.00,13.69,9.66,6.90,9.80,1.39,70.38,71.45,117.29,113.15,4.14,0.47,25.69,2.00,0.64,72.47,88.29,NYL
2010-05-16,Regular,2010,0,1,LAS,Away,Loss,0,67.0,17.0,21.0,195.0,2.0,4.0,24.0,57.0,21.0,0.37,39.0,14.0,2.88,18.0,7.0,0.39,21.0,18.0,0.86,5.0,23.0,28.0,44.44,0.81,0.54,0.43,18.52,63.89,24.07,3.51,7.02,7.84,1.18,28.62,29.35,117.54,142.11,-24.57,0.29,19.82,57.00,0.81,70.15,0.10,0,0,SEA,Home,Win,0,81.0,9.0,11.0,196.0,10.0,6.0,22.0,68.0,23.0,0.34,51.0,18.0,5.93,17.0,5.0,0.29,37.0,30.0,0.81,13.0,22.0,35.0,55.56,0.39,0.53,0.38,36.11,81.48,11.54,13.17,7.90,15.38,1.19,48.62,49.61,106.69,88.25,18.44,0.35,12.55,0.82,0.91,75.92,92.96,SEA
2010-05-19,Regular,2010,1,1,MIN,Away,Loss,2,76.0,12.0,11.0,196.0,6.0,3.0,18.0,61.0,27.0,0.44,51.0,24.0,16.95,10.0,3.0,0.30,21.0,19.0,0.90,11.0,21.0,32.0,53.33,0.44,0.58,0.47,36.67,70.00,13.54,9.84,4.92,6.98,1.25,50.12,51.14,124.61,129.53,-4.92,0.44,16.05,60.99,1.09,74.68,0.55,1,0,SEA,Home,Win,2,79.0,18.0,10.0,197.0,7.0,6.0,17.0,62.0,27.0,0.44,43.0,20.0,7.89,19.0,7.0,0.37,23.0,18.0,0.78,9.0,19.0,28.0,46.67,0.67,0.59,0.49,30.00,63.33,12.18,10.12,8.68,11.76,1.27,59.62,60.53,114.23,109.89,4.34,0.43,22.53,1.80,0.70,69.16,84.26,SEA
