gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2006-05-20,Regular,2006,0,0,CHI,Away,Win,0,83.0,14.0,21.0,200.0,17.0,5.0,28.0,60.0,26.0,0.43,45.0,21.0,10.92,15.0,5.0,0.33,31.0,26.0,0.84,8.0,15.0,23.0,38.98,0.54,0.62,0.47,25.00,55.56,22.19,28.34,8.33,8.93,1.38,46.62,46.62,138.36,136.69,1.67,0.36,17.21,59.99,0.67,71.99,0.81,0,0,CHA,Home,Loss,0,82.0,17.0,27.0,200.0,11.0,1.0,26.0,67.0,28.0,0.42,56.0,23.0,16.93,11.0,5.0,0.45,28.0,21.0,0.75,12.0,24.0,36.0,61.02,0.61,0.56,0.46,44.44,75.00,25.40,12.05,1.10,2.22,1.22,40.25,40.25,89.82,90.92,-1.10,0.34,17.23,0.63,0.41,91.29,109.55,CHI
2006-05-20,Regular,2006,0,0,NYL,Away,Loss,0,74.0,10.0,15.0,200.0,7.0,6.0,22.0,61.0,22.0,0.36,41.0,14.0,1.87,20.0,8.0,0.40,27.0,22.0,0.81,8.0,19.0,27.0,39.71,0.45,0.55,0.43,20.51,65.52,17.07,11.48,9.84,11.32,1.21,37.38,37.38,121.31,149.18,-27.87,0.32,13.49,61.00,0.67,73.20,0.47,0,0,CON,Home,Win,0,91.0,24.0,17.0,200.0,8.0,6.0,22.0,69.0,33.0,0.48,53.0,25.0,16.88,16.0,8.0,0.50,19.0,17.0,0.89,10.0,31.0,41.0,60.29,0.73,0.62,0.54,34.48,79.49,18.02,9.50,7.13,14.63,1.32,75.38,75.38,108.08,87.89,20.19,0.43,23.61,1.41,0.47,84.20,101.04,CON
2006-05-20,Regular,2006,0,0,DET,Away,Loss,0,60.0,10.0,15.0,200.0,3.0,3.0,34.0,68.0,25.0,0.37,56.0,24.0,12.99,12.0,1.0,0.08,15.0,9.0,0.60,10.0,22.0,32.0,43.24,0.40,0.42,0.38,25.64,62.86,16.74,4.41,4.41,8.11,0.88,13.88,13.88,88.25,98.54,-10.29,0.34,11.57,67.99,0.67,81.59,0.20,0,0,IND,Home,Win,0,67.0,7.0,15.0,200.0,9.0,2.0,23.0,57.0,15.0,0.26,37.0,11.0,-5.07,20.0,4.0,0.20,39.0,33.0,0.85,13.0,29.0,42.0,56.76,0.47,0.51,0.30,37.14,74.36,16.82,12.21,2.71,3.57,1.18,35.88,35.88,90.92,81.42,9.50,0.25,11.32,0.47,0.60,73.69,88.43,IND
2006-05-20,Regular,2006,0,0,PHO,Away,Win,0,78.0,18.0,19.0,200.0,14.0,8.0,27.0,79.0,31.0,0.39,49.0,21.0,0.87,30.0,10.0,0.33,9.0,6.0,0.67,12.0,15.0,27.0,36.49,0.58,0.48,0.46,29.27,45.45,18.63,17.72,10.13,14.04,0.99,46.12,46.12,98.75,132.93,-34.18,0.36,16.07,78.99,0.95,94.79,0.74,0,0,SAC,Home,Loss,0,105.0,23.0,21.0,200.0,11.0,1.0,14.0,75.0,37.0,0.49,57.0,31.0,18.92,18.0,6.0,0.33,33.0,25.0,0.76,18.0,29.0,47.0,63.51,0.62,0.64,0.53,54.55,70.73,19.00,11.75,1.07,2.04,1.40,83.12,83.12,112.14,83.31,28.83,0.47,22.01,1.10,0.52,93.63,112.36,PHO
2006-05-21,Regular,2006,0,0,SAS,Away,Win,0,79.0,16.0,17.0,200.0,8.0,2.0,24.0,66.0,31.0,0.47,53.0,24.0,17.89,13.0,7.0,0.54,16.0,10.0,0.62,12.0,28.0,40.0,62.50,0.52,0.57,0.52,37.50,87.50,18.88,12.12,3.03,4.26,1.20,53.50,53.50,119.72,95.47,24.25,0.44,17.40,65.99,0.94,79.19,0.47,0,0,HOU,Home,Loss,0,63.0,14.0,14.0,200.0,7.0,1.0,20.0,54.0,23.0,0.43,47.0,21.0,15.96,7.0,2.0,0.29,26.0,15.0,0.58,4.0,20.0,24.0,37.50,0.61,0.53,0.44,12.50,62.50,17.62,9.61,1.37,1.89,1.17,29.75,29.75,86.46,108.41,-21.95,0.36,19.84,1.00,0.50,72.87,87.44,SAS
2006-05-21,Regular,2006,0,0,LAS,Away,Loss,0,67.0,15.0,20.0,200.0,9.0,4.0,30.0,62.0,21.0,0.34,44.0,16.0,2.92,18.0,5.0,0.28,26.0,20.0,0.77,6.0,16.0,22.0,41.51,0.71,0.49,0.38,18.75,76.19,21.40,14.52,6.45,8.89,1.08,21.75,21.75,108.06,145.16,-37.10,0.28,17.53,62.00,0.75,74.40,0.45,0,0,SEA,Home,Win,0,90.0,19.0,19.0,200.0,12.0,6.0,26.0,55.0,29.0,0.53,45.0,23.0,18.89,10.0,6.0,0.60,31.0,26.0,0.84,5.0,26.0,31.0,58.49,0.66,0.73,0.58,23.81,81.25,21.68,14.65,7.33,13.64,1.64,66.62,66.62,109.88,81.80,28.08,0.42,23.94,1.00,0.63,81.91,98.29,SEA
2006-05-23,Regular,2006,0,1,LAS,Away,Win,1,72.0,17.0,22.0,200.0,9.0,2.0,22.0,64.0,30.0,0.47,53.0,28.0,18.97,11.0,2.0,0.18,18.0,10.0,0.56,13.0,33.0,46.0,63.01,0.57,0.53,0.48,44.83,75.00,23.42,14.06,3.13,4.55,1.12,50.00,50.00,112.52,101.58,10.94,0.41,17.88,63.99,0.77,76.79,0.41,0,1,CHA,Home,Loss,2,65.0,13.0,17.0,200.0,14.0,2.0,22.0,62.0,21.0,0.34,44.0,18.0,2.95,18.0,3.0,0.17,32.0,20.0,0.62,11.0,16.0,27.0,36.99,0.62,0.47,0.36,25.00,55.17,18.26,18.94,2.71,3.77,1.05,30.50,30.50,87.92,97.39,-9.47,0.31,16.68,0.76,0.82,73.93,88.72,LAS
2006-05-23,Regular,2006,0,1,SAC,Away,Win,2,76.0,20.0,13.0,200.0,8.0,3.0,18.0,62.0,28.0,0.45,50.0,21.0,15.89,12.0,7.0,0.58,20.0,13.0,0.65,14.0,19.0,33.0,55.00,0.71,0.57,0.51,42.42,70.37,15.51,12.91,4.84,7.14,1.23,59.25,59.25,122.60,101.63,20.97,0.46,23.20,61.99,1.54,74.39,0.62,1,0,CHI,Home,Loss,2,63.0,17.0,16.0,200.0,7.0,7.0,18.0,54.0,24.0,0.44,42.0,21.0,11.94,12.0,3.0,0.25,19.0,12.0,0.63,8.0,19.0,27.0,45.00,0.71,0.54,0.47,29.63,57.58,20.42,10.28,10.28,14.00,1.17,43.62,43.62,92.52,111.62,-19.10,0.39,21.62,1.06,0.44,68.09,81.71,SAC
2006-05-23,Regular,2006,1,0,CON,Away,Win,2,81.0,17.0,7.0,200.0,8.0,2.0,16.0,64.0,26.0,0.41,45.0,19.0,6.89,19.0,7.0,0.37,25.0,22.0,0.88,10.0,28.0,38.0,48.10,0.65,0.58,0.46,27.78,65.12,8.54,12.50,3.13,3.28,1.27,66.62,66.62,126.58,107.83,18.75,0.43,22.08,63.99,2.43,76.79,1.14,0,0,MIN,Home,Loss,0,69.0,15.0,12.0,200.0,4.0,4.0,21.0,74.0,27.0,0.36,61.0,24.0,13.96,13.0,3.0,0.23,15.0,12.0,0.80,15.0,26.0,41.0,51.90,0.56,0.45,0.39,34.88,72.22,12.96,5.43,5.43,8.89,0.93,42.88,42.88,93.75,110.05,-16.30,0.38,15.89,1.25,0.33,73.60,88.32,CON
2006-05-23,Regular,2006,1,0,IND,Away,Win,2,62.0,12.0,14.0,200.0,12.0,2.0,14.0,59.0,23.0,0.39,46.0,22.0,9.98,13.0,1.0,0.08,21.0,15.0,0.71,10.0,23.0,33.0,49.25,0.52,0.49,0.40,32.26,63.89,17.02,20.34,3.39,3.92,1.05,42.12,42.12,105.10,89.85,15.25,0.37,15.84,58.99,0.86,70.79,0.86,1,0,SAS,Home,Loss,1,53.0,14.0,21.0,200.0,7.0,0.0,23.0,61.0,21.0,0.34,51.0,17.0,10.93,10.0,4.0,0.40,8.0,7.0,0.88,13.0,21.0,34.0,50.75,0.67,0.42,0.38,36.11,67.74,24.56,10.17,0.00,0.00,0.87,21.50,21.50,76.99,90.06,-13.07,0.30,15.14,0.67,0.33,68.84,82.61,IND
